epoch,train_loss,test_loss,test_mae,test_rmse,test_r2_mean,mae_H0,mae_H1,mae_H2
47,2.0538383,1.956758975982666,0.8043452501296997,1.3988420125170198,-15.577198028564453,0.11551394313573837,0.2213062345981598,2.0762157440185547
48,2.0490751,2.0149786472320557,0.911633312702179,1.4194994354461912,-84.18854522705078,0.33624544739723206,0.28254106640815735,2.116114616394043
49,2.040798,2.0032248497009277,0.8625696301460266,1.4153532596849903,-69.47526550292969,0.29096055030822754,0.2238491028547287,2.0728957653045654
50,2.0402632,2.046539545059204,0.9003193974494934,1.430573152641697,-140.8071746826172,0.4486674964427948,0.2266012579202652,2.025686025619507
51,2.0215988,1.9877580404281616,0.822949230670929,1.40987873252566,-56.57912063598633,0.25833821296691895,0.20463846623897552,2.005868673324585
52,2.0233536,1.9881685972213745,0.8208296895027161,1.4100243250459812,-38.73018264770508,0.21051646769046783,0.21479085087776184,2.037182092666626
53,2.007651,2.0700204372406006,0.8444797992706299,1.4387565594083664,-41.391109466552734,0.20854318141937256,0.24617476761341095,2.0787196159362793
54,2.005086,1.9477808475494385,0.7980321049690247,1.3956291941448626,-11.199226379394531,0.09762709587812424,0.2536087930202484,2.0428619384765625
55,2.0047755,1.9453803300857544,0.7898885607719421,1.3947689163749508,-21.705123901367188,0.14162060618400574,0.2048061043024063,2.023237943649292
56,2.0005558,2.1315367221832275,0.7691798806190491,1.4599783293539763,-15.989859580993652,0.11655298620462418,0.19843794405460358,1.9925510883331299
57,1.9884479,1.9191482067108154,0.7928205132484436,1.3853332475295665,-21.49504852294922,0.1398906409740448,0.2085723578929901,2.0299954414367676
58,2.0006926,1.996848464012146,0.7740033268928528,1.4130988868483854,-17.077857971191406,0.12115181982517242,0.20324303209781647,1.9976173639297485
59,2.0060718,1.9918092489242554,0.8617883324623108,1.4113147235554,-70.85256958007812,0.30275389552116394,0.2879195809364319,1.9946879148483276
60,1.9824616,1.9191901683807373,0.819426953792572,1.3853483924200214,-40.86103820800781,0.21940642595291138,0.19195888936519623,2.0469157695770264
61,1.9788859,1.9069206714630127,0.7821037769317627,1.3809129847542938,-15.306139945983887,0.11222074925899506,0.18357060849666595,2.050520658493042
62,1.9840573,1.9342488050460815,0.8112978935241699,1.3907727366633564,-36.24150466918945,0.19120466709136963,0.21252040565013885,2.030168294906616
63,1.9548434,1.9566869735717773,0.7725536227226257,1.3988162758460374,-14.878800392150879,0.1091044470667839,0.18519248068332672,2.023362398147583
64,1.9782977,1.9895689487457275,0.8092207312583923,1.4105208076259377,-14.702842712402344,0.10646698623895645,0.19326117634773254,2.127932548522949
65,1.9790071,1.996225118637085,0.8153527975082397,1.4128783099181206,-37.66977310180664,0.18872509896755219,0.2292649894952774,2.0280697345733643
66,1.9840974,1.9190587997436523,0.7776108384132385,1.385300978034612,-18.009506225585938,0.11297120153903961,0.1942998319864273,2.0255603790283203
67,1.9562621,1.945845365524292,0.8272218108177185,1.3949356133973683,-54.72383499145508,0.24677804112434387,0.19733969867229462,2.037548303604126
68,1.9584997,1.970861554145813,0.8075203895568848,1.4038737671691899,-19.424407958984375,0.12038678675889969,0.19807292520999908,2.1041042804718018
69,1.9437388,1.9143073558807373,0.7786393165588379,1.3835849651831063,-19.221424102783203,0.12336236238479614,0.2029360979795456,2.009619951248169
70,1.9492334,1.9646693468093872,0.8034899830818176,1.4016666318384652,-50.69184494018555,0.24193532764911652,0.23765894770622253,1.9308764934539795
71,1.9376726,1.9025691747665405,0.7678883075714111,1.379336498018718,-20.149641036987305,0.13227324187755585,0.20230115950107574,1.9690927267074585
72,1.935448,1.9894870519638062,0.7750339508056641,1.4104917766381362,-25.91864776611328,0.14330114424228668,0.20394264161586761,1.9778602123260498
73,1.9460088,1.892490029335022,0.7708584070205688,1.3756780253151615,-18.191503524780273,0.12550882995128632,0.1871485561132431,1.9999192953109741
74,1.9291016,1.9719767570495605,0.7981700897216797,1.4042708987405388,-44.83204650878906,0.22521042823791504,0.22372446954250336,1.9455740451812744
75,1.9221703,1.945895791053772,0.7786046862602234,1.3949536877809858,-22.197072982788086,0.13889707624912262,0.2234554886817932,1.9734615087509155
76,1.9369428,1.9540510177612305,0.7910347580909729,1.3978737488633337,-25.534276962280273,0.1520637422800064,0.1984431892633438,2.022594451904297
77,1.9313647,2.010786771774292,0.7867437601089478,1.4180221337392065,-41.25437545776367,0.21413694322109222,0.21991631388664246,1.926177978515625
78,1.9142581,1.9180891513824463,0.8024764060974121,1.384950956309445,-37.94557571411133,0.19578765332698822,0.22712475061416626,1.9845162630081177
79,1.9192319,1.8988412618637085,0.7773706316947937,1.3779844926063967,-16.141855239868164,0.11316197365522385,0.19293449819087982,2.0260143280029297
80,1.927715,1.8768339157104492,0.7684192061424255,1.369975881433848,-14.724212646484375,0.10455726832151413,0.1872430145740509,2.0134596824645996
81,1.8976291,1.9002844095230103,0.7376616597175598,1.3785080375257195,-12.097979545593262,0.08977852016687393,0.18723838031291962,1.935965657234192
82,1.9115614,1.8768470287322998,0.7967362403869629,1.3699806672841408,-46.25505447387695,0.21587340533733368,0.2119675576686859,1.9623671770095825
83,1.905809,1.8587334156036377,0.7553125023841858,1.3633537382512426,-11.47009563446045,0.09021510928869247,0.1882443130016327,1.9874783754348755
84,1.9060308,1.9471582174301147,0.7488544583320618,1.3954061120082981,-15.583537101745605,0.10481788963079453,0.19029173254966736,1.9514504671096802
85,1.8962795,1.8849313259124756,0.7563155889511108,1.372928011919225,-19.029220581054688,0.1329585760831833,0.19112937152385712,1.9448578357696533
86,1.8965082,1.8652654886245728,0.7628074884414673,1.365747227207353,-13.495125770568848,0.1016973927617073,0.201801598072052,1.9849247932434082
87,1.8933989,1.930975079536438,0.753372311592102,1.3895952934349043,-12.566822052001953,0.09712950140237808,0.19306397438049316,1.9699257612228394
88,1.8921577,1.9238131046295166,0.7646421194076538,1.3870158991985335,-26.5098876953125,0.17466478049755096,0.20574016869068146,1.9135222434997559
89,1.892914,1.894276738166809,0.7761760950088501,1.3763272641951148,-15.313395500183105,0.10997708141803741,0.19847162067890167,2.02008318901062
90,1.889035,1.931870698928833,0.7891365885734558,1.3899175151529075,-15.774317741394043,0.10705374926328659,0.19673636555671692,2.063619613647461
91,1.8843426,1.8954073190689087,0.8149535655975342,1.376737926792499,-57.69502258300781,0.26381754875183105,0.21688105165958405,1.96416175365448
92,1.8831403,1.9125471115112305,0.7813282608985901,1.3829487016918707,-19.411630630493164,0.12584206461906433,0.21481510996818542,2.0033278465270996
93,1.8856603,1.886056661605835,0.7762769460678101,1.3733377813217822,-23.40839195251465,0.15605995059013367,0.19903573393821716,1.9737342596054077
94,1.8772155,1.8791240453720093,0.7997540831565857,1.3708114550776154,-29.723146438598633,0.17986981570720673,0.2507686913013458,1.9686247110366821
95,1.8780949,1.905236005783081,0.8005817532539368,1.380302867411019,-50.051265716552734,0.2542448937892914,0.23002897202968597,1.917470932006836
96,1.8696587,1.9245076179504395,0.8136163353919983,1.3872662390292785,-58.8077278137207,0.26441317796707153,0.24584710597991943,1.930586338043213
97,1.8800266,1.9038701057434082,0.7591763138771057,1.3798079959702394,-16.132631301879883,0.1111210435628891,0.21007868647575378,1.9563308954238892
98,1.8671381,2.0283355712890625,0.7814175486564636,1.4241964651300967,-31.139963150024414,0.16415952146053314,0.25865858793258667,1.9214317798614502
99,1.8670361,1.8791242837905884,0.7674047946929932,1.3708115420401845,-19.504987716674805,0.1255415380001068,0.197877898812294,1.9787955284118652
100,1.8589554,1.870835781097412,0.7631664872169495,1.3677849908144963,-14.003250122070312,0.10067544877529144,0.18318882584571838,2.0056333541870117
